795049

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.02             10.52              9.56              0.66
2                      21.42             12.38             11.33             20.16
4                      47.68             14.05             12.89              0.00
8                      32.44             25.49             23.69             70.66
16                     31.88             16.70             15.40              1.41
32                     30.29             15.34             14.12              0.00
64                     23.58             17.55             16.20             62.81
128                    27.11             16.96             15.63             35.08
256                    51.34             14.90             13.69              0.00
512                    34.59             24.31             22.56             54.44
1024                   43.06             21.98             20.37              0.00
2048                   43.27             27.59             25.69             38.98
4096                   96.61             47.27             44.27              0.00
8192                  185.11             90.63             85.24              0.00
16384                 425.62            239.22            225.60             17.37
32768                1805.76           1344.82           1270.06             63.71
65536                3134.35           2551.77           2410.25             75.83
131072               5212.71           4313.41           4074.56             77.93
262144               9109.86           7295.99           6892.27             73.68
