787941

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.76             10.99             10.02              0.00
2                     109.72             10.73              9.77              0.00
4                      39.21             34.49             32.21             85.33
8                      32.41             14.79             13.60              0.00
16                     21.93             16.90             15.60             67.72
32                     84.85             16.05             14.77              0.00
64                     34.66             28.59             26.63             77.20
128                    30.10             12.90             11.81              0.00
256                    41.42             15.44             14.22              0.00
512                    32.99             17.35             16.01              2.32
1024                   30.96             18.64             17.24             28.53
2048                   78.03             27.69             25.79              0.00
4096                   90.52             44.07             41.25              0.00
8192                  177.99             91.53             86.10              0.00
16384                 436.72            243.01            229.18             15.48
32768                1856.40           1380.31           1303.58             63.48
65536                3220.85           2590.36           2446.78             74.23
131072               5562.08           4461.10           4214.07             73.87
262144               9137.77           7359.36           6952.33             74.42
