797970

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.84             12.23             11.20             23.09
2                      21.03             11.08             10.12              1.75
4                      28.89             10.40              9.46              0.00
8                      37.51             15.51             14.26              0.00
16                     27.96             15.22             14.01              9.02
32                     63.04             20.45             18.94              0.00
64                     52.49             20.90             19.37              0.00
128                    35.27             25.33             23.55             57.78
256                    42.00             13.52             12.39              0.00
512                    50.64             19.72             18.24              0.00
1024                   48.80             19.81             18.33              0.00
2048                   50.39             26.47             24.62              2.83
4096                   90.31             43.24             40.46              0.00
8192                  181.23             91.95             86.46              0.00
16384                 429.01            237.96            224.42             14.87
32768                1843.18           1368.19           1292.14             63.24
65536                3242.62           2606.45           2462.00             74.16
131072               5301.14           4357.38           4116.10             77.07
262144               8787.32           7256.75           6855.28             77.67
