791353

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.37             11.38             10.35              0.00
2                      24.09              9.98              9.04              0.00
4                      39.30             26.66             24.81             49.08
8                      18.75             12.39             11.31             43.76
16                     28.30             12.37             11.32              0.00
32                     66.24             16.17             14.89              0.00
64                     48.69             36.21             33.82             63.11
128                    33.75             22.57             20.93             46.57
256                    58.03             16.68             15.38              0.00
512                    47.95             21.18             19.64              0.00
1024                   42.97             18.73             17.32              0.00
2048                   58.83             33.36             31.13             18.20
4096                  102.50             46.56             43.59              0.00
8192                  181.16             92.09             86.62              0.00
16384                 425.19            235.72            222.30             14.77
32768                1842.30           1367.94           1291.93             63.28
65536                3308.38           2672.27           2524.07             74.80
131072               5760.89           4442.80           4196.80             68.59
262144              10467.76           7497.84           7082.96             58.07
