789532

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.72             11.25             10.24              0.00
2                      78.11              8.94              8.06              0.00
4                      42.18             27.77             25.85             44.24
8                      31.65             18.06             16.68             18.51
16                     49.44             26.17             24.35              4.41
32                     34.20             24.95             23.20             60.11
64                     29.06             22.92             21.27             71.13
128                    40.05             20.00             18.51              0.00
256                    42.76             23.33             21.66             10.26
512                    47.15             17.19             15.87              0.00
1024                   39.22             22.70             21.05             21.52
2048                   47.85             24.59             22.83              0.00
4096                  104.56             43.28             40.50              0.00
8192                  182.02             92.03             86.56              0.00
16384                 420.77            238.07            224.54             18.63
32768                1835.10           1367.87           1291.89             63.83
65536                3221.50           2578.44           2435.57             73.60
131072               5662.75           4452.22           4205.82             71.22
262144               9077.35           7273.87           6871.64             73.75
