
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.47              5.75              5.14             66.68
2                       7.39              5.52              4.89             61.75
4                       7.39              5.53              4.90             62.03
8                       7.40              5.52              4.88             61.52
16                      7.24              5.40              4.78             61.54
32                      7.25              5.43              4.78             61.83
64                      7.25              5.40              4.77             61.23
128                     7.67              5.84              5.15             64.47
256                    12.86              8.41              7.61             41.54
512                    12.97              8.37              7.55             39.02
1024                   13.82              9.47              8.60             49.42
2048                   13.76              9.02              8.16             41.94
4096                   14.14              9.27              8.37             41.82
8192                   15.22             10.26              9.34             46.89
16384                  17.67             11.70             10.67             44.06
32768                  30.09             20.94             19.36             52.72
65536                  43.07             31.04             28.87             58.32
131072                 69.44             51.59             48.12             62.90
262144                121.94             92.39             86.39             65.78
