
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.50              5.57              4.91             60.74
2                       7.44              5.64              4.95             63.48
4                       7.36              5.53              4.89             62.48
8                       7.40              5.56              4.91             62.59
16                      7.22              5.37              4.76             61.17
32                      7.25              5.39              4.78             61.08
64                      7.29              5.41              4.78             60.78
128                     7.80              6.02              5.25             66.15
256                    12.84              8.41              7.60             41.80
512                    13.13              8.42              7.58             37.81
1024                   13.39              8.66              7.81             39.43
2048                   13.79              9.04              8.20             42.10
4096                   14.15              9.32              8.40             42.45
8192                   15.29             10.17              9.24             44.50
16384                  17.62             11.72             10.70             44.89
32768                  30.11             20.94             19.34             52.56
65536                  44.81             31.56             29.30             54.76
131072                 69.50             51.56             48.09             62.69
262144                121.92             92.48             86.49             65.96
