
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.38              5.69              4.93              0.00
2                       8.52              6.96              6.21             74.88
4                       7.39              5.55              4.91             62.65
8                       7.36              5.51              4.87             61.99
16                      7.22              5.36              4.76             61.09
32                      7.24              5.37              4.76             60.91
64                      7.26              5.44              4.79             61.94
128                     7.63              5.83              5.15             65.07
256                    12.85              8.40              7.60             41.48
512                    13.11              8.39              7.58             37.71
1024                   13.34              8.66              7.79             39.88
2048                   13.91              9.10              8.21             41.38
4096                   14.15              9.32              8.39             42.41
8192                   15.34             10.20              9.26             44.50
16384                  17.70             11.69             10.67             43.67
32768                  30.14             20.93             19.34             52.35
65536                  43.34             31.15             28.95             57.89
131072                 69.50             51.59             48.12             62.78
262144                121.92             92.53             86.54             66.04
