
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.31              5.55              4.89             63.98
2                       7.48              5.68              5.03             64.27
4                       7.37              5.51              4.89             62.16
8                       7.43              5.60              4.98             63.30
16                      7.25              5.41              4.78             61.43
32                      7.22              5.38              4.76             61.27
64                      7.29              5.46              4.84             62.14
128                     7.64              5.86              5.17             65.59
256                    12.83              8.39              7.57             41.28
512                    12.88              8.33              7.53             39.68
1024                   13.32              8.63              7.78             39.68
2048                   13.69              8.99              8.16             42.47
4096                   14.11              9.26              8.36             41.97
8192                   15.23             10.14              9.22             44.76
16384                  17.59             11.69             10.68             44.67
32768                  30.08             20.93             19.33             52.64
65536                  43.31             31.21             28.97             58.23
131072                 69.48             51.68             48.19             63.06
262144                122.01             92.65             86.56             66.09
