
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.89              6.01              4.88              0.00
2                       8.50              6.84              6.16             73.04
4                       7.43              5.60              4.95             63.18
8                       7.38              5.53              4.90             62.10
16                      7.23              5.43              4.79             62.41
32                      7.23              5.41              4.79             61.98
64                      7.24              5.41              4.78             61.60
128                     7.63              5.80              5.14             64.34
256                    12.83              8.37              7.56             40.94
512                    12.93              8.33              7.53             38.94
1024                   13.35              8.61              7.76             38.99
2048                   13.70              9.00              8.15             42.31
4096                   14.13              9.24              8.36             41.57
8192                   15.24             10.14              9.23             44.75
16384                  17.56             11.70             10.67             45.06
32768                  30.28             21.04             19.36             52.28
65536                  43.27             31.20             28.98             58.35
131072                 69.40             51.55             48.09             62.88
262144                121.92             92.51             86.51             66.01
