
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.52              5.59              4.91             60.86
2                       7.40              5.59              4.93             63.27
4                       7.39              5.56              4.89             62.52
8                       7.43              5.63              4.96             63.68
16                      7.24              5.41              4.77             61.44
32                      7.24              5.41              4.78             61.85
64                      7.25              5.43              4.80             62.25
128                     7.68              5.94              5.24             66.66
256                    12.83              8.39              7.58             41.47
512                    13.04              8.39              7.57             38.62
1024                   13.33              8.63              7.78             39.56
2048                   13.84              9.10              8.22             42.36
4096                   14.17              9.45              8.45             44.05
8192                   15.23             10.14              9.21             44.85
16384                  17.56             11.64             10.62             44.27
32768                  30.10             20.90             19.20             52.11
65536                  43.07             31.03             28.86             58.26
131072                 69.19             51.43             47.95             62.95
262144                121.80             92.44             86.42             66.02
