
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.37              6.02              4.99              0.00
2                       7.46              5.64              4.95             63.13
4                       7.46              5.62              4.96             62.88
8                       7.43              5.55              4.91             61.64
16                      7.25              5.43              4.79             61.91
32                      7.25              5.42              4.77             61.68
64                      7.24              5.42              4.78             62.07
128                     7.63              5.82              5.14             64.69
256                    12.84              8.38              7.55             40.97
512                    12.93              8.34              7.55             39.21
1024                   13.33              8.59              7.75             38.88
2048                   13.75              9.03              8.17             42.33
4096                   14.14              9.28              8.38             41.96
8192                   15.28             10.17              9.26             44.80
16384                  17.62             11.75             10.71             45.17
32768                  30.22             20.95             19.29             51.97
65536                  43.25             31.13             28.93             58.09
131072                 69.54             51.64             48.09             62.78
262144                121.89             92.53             86.55             66.08
