
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.61              5.73              5.05             62.82
2                       7.80              5.64              4.98             56.70
4                       7.45              5.63              4.93             62.98
8                       7.42              5.57              4.91             62.19
16                      7.24              5.44              4.81             62.59
32                      7.25              5.41              4.78             61.48
64                      7.26              5.44              4.79             61.99
128                     7.66              5.87              5.16             65.26
256                    12.84              8.40              7.60             41.56
512                    13.06              8.43              7.61             39.23
1024                   13.33              8.65              7.79             39.88
2048                   14.02              9.27              8.36             43.24
4096                   14.16              9.33              8.40             42.55
8192                   15.33             10.20              9.27             44.71
16384                  17.65             11.68             10.68             44.12
32768                  30.10             20.91             19.33             52.46
65536                  43.13             31.02             28.84             58.00
131072                 69.47             51.58             48.10             62.81
262144                122.01             92.56             86.55             65.98
