
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.66              5.66              5.00             60.10
2                       7.34              5.49              4.87             61.86
4                       7.35              5.48              4.87             61.71
8                       7.36              5.52              4.87             62.24
16                      7.20              5.37              4.75             61.39
32                      7.20              5.39              4.76             61.98
64                      7.22              5.39              4.76             61.48
128                     7.63              5.81              5.13             64.71
256                    12.85              8.43              7.62             42.07
512                    13.05              8.37              7.57             38.07
1024                   13.35              8.64              7.77             39.41
2048                   13.81              9.10              8.22             42.65
4096                   14.19              9.40              8.43             43.13
8192                   15.33             10.33              9.40             46.89
16384                  17.68             11.76             10.73             44.88
32768                  30.05             20.87             19.31             52.47
65536                  43.88             31.15             28.93             55.98
131072                 69.41             51.54             48.07             62.82
262144                122.02             92.64             86.64             66.09
