
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.41              6.10              5.08              0.00
2                       7.51              5.70              5.04             63.92
4                       7.42              5.57              4.91             62.40
8                       7.40              5.54              4.88             61.89
16                      7.32              5.40              4.77             59.79
32                      7.23              5.39              4.77             61.51
64                      7.26              5.43              4.79             61.81
128                     7.64              5.83              5.15             64.85
256                    12.84              8.38              7.58             41.14
512                    13.08              8.39              7.58             38.15
1024                   13.34              8.64              7.78             39.59
2048                   13.80              9.05              8.19             42.04
4096                   14.18              9.34              8.40             42.30
8192                   15.33             10.19              9.25             44.41
16384                  17.59             11.71             10.68             44.99
32768                  30.12             20.99             19.39             52.92
65536                  43.20             31.08             28.90             58.04
131072                 69.52             51.68             48.21             62.99
262144                121.96             92.59             86.59             66.08
