
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.06              5.77              4.90              0.00
2                       9.85              7.54              6.74             65.76
4                       7.42              5.59              4.93             62.92
8                       7.37              5.53              4.91             62.44
16                      7.25              5.49              4.80             63.35
32                      7.21              5.37              4.76             61.25
64                      7.22              5.39              4.76             61.50
128                     7.77              5.86              5.15             62.95
256                    12.84              8.41              7.62             41.88
512                    12.96              8.34              7.55             38.85
1024                   13.45              8.62              7.77             37.82
2048                   13.80              9.05              8.18             42.06
4096                   14.16              9.30              8.39             42.15
8192                   15.24             10.16              9.24             45.00
16384                  17.57             11.64             10.64             44.27
32768                  30.08             20.96             19.38             52.96
65536                  43.34             31.18             28.95             57.99
131072                 69.44             51.85             48.34             63.61
262144                121.92             92.53             86.54             66.04
