
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.50              5.51              4.87             59.28
2                       7.38              5.53              4.89             62.21
4                       7.42              5.59              4.96             63.17
8                       7.37              5.51              4.85             61.73
16                      7.21              5.38              4.76             61.42
32                      7.27              5.38              4.76             60.22
64                      7.24              5.37              4.76             60.81
128                     7.61              5.79              5.12             64.47
256                    12.86              8.40              7.59             41.24
512                    13.10              8.39              7.58             37.91
1024                   13.32              8.67              7.82             40.51
2048                   13.85              9.05              8.18             41.34
4096                   14.14              9.29              8.38             42.07
8192                   15.27             10.19              9.26             45.12
16384                  17.59             11.72             10.69             45.03
32768                  30.08             20.93             19.35             52.69
65536                  43.40             31.23             29.00             58.04
131072                 69.46             51.59             48.12             62.87
262144                121.99             92.62             86.61             66.09
