
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.81              5.88              4.91              0.00
2                       7.50              5.69              5.03             63.96
4                       7.39              5.57              4.92             63.01
8                       7.38              5.52              4.88             62.01
16                      7.22              5.37              4.76             61.24
32                      7.23              5.38              4.76             61.13
64                      7.23              5.37              4.77             61.08
128                     7.70              5.92              5.21             65.88
256                    12.82              8.38              7.57             41.34
512                    12.90              8.35              7.55             39.71
1024                   13.32              8.57              7.74             38.63
2048                   13.69              9.01              8.18             42.76
4096                   14.13              9.24              8.37             41.58
8192                   15.19             10.12              9.21             44.93
16384                  17.63             11.77             10.75             45.49
32768                  30.10             20.97             19.35             52.84
65536                  43.13             31.08             28.90             58.30
131072                 69.69             51.77             48.16             62.79
262144                122.03             92.67             86.59             66.10
