
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.78              6.17              4.93              0.00
2                       8.06              6.38              5.69             70.58
4                       7.37              5.55              4.91             62.92
8                       7.46              5.52              4.88             60.17
16                      7.22              5.42              4.78             62.18
32                      7.22              5.39              4.78             61.58
64                      7.24              5.40              4.78             61.40
128                     7.64              5.83              5.16             64.96
256                    12.85              8.41              7.59             41.49
512                    13.10              8.44              7.60             38.60
1024                   13.35              8.69              7.82             40.38
2048                   13.76              9.12              8.26             43.78
4096                   14.16              9.39              8.43             43.38
8192                   15.31             10.18              9.27             44.64
16384                  17.67             11.77             10.73             45.03
32768                  30.12             20.99             19.41             52.95
65536                  43.26             31.17             28.97             58.27
131072                 69.46             51.66             48.19             63.07
262144                121.97             92.62             86.62             66.12
