
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.99              9.22              8.15             41.42
2                       7.43              5.60              4.93             62.90
4                       7.49              5.57              4.92             60.97
8                       7.38              5.52              4.87             61.83
16                      7.25              5.39              4.77             60.97
32                      7.25              5.38              4.77             60.81
64                      7.27              5.45              4.81             62.22
128                     7.68              5.84              5.16             64.50
256                    12.86              8.38              7.59             41.05
512                    13.07              8.37              7.57             37.85
1024                   13.35              8.65              7.79             39.70
2048                   13.84              9.09              8.21             42.10
4096                   14.18              9.38              8.42             42.98
8192                   15.33             10.19              9.25             44.45
16384                  17.63             11.73             10.72             45.02
32768                  30.16             21.26             19.65             54.72
65536                  43.35             31.17             28.94             57.90
131072                 69.54             51.72             48.24             63.06
262144                122.00             92.64             86.64             66.11
