
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.28              5.72              5.02              0.00
2                       8.70              6.44              5.76             60.76
4                       7.40              5.59              4.95             63.47
8                       7.38              5.53              4.88             62.19
16                      7.23              5.39              4.77             61.43
32                      7.23              5.40              4.79             61.82
64                      7.23              5.39              4.77             61.42
128                     7.65              5.83              5.15             64.74
256                    13.13              8.46              7.60             38.53
512                    12.95              8.34              7.53             38.81
1024                   13.33              8.61              7.76             39.20
2048                   13.72              9.00              8.16             42.22
4096                   14.13              9.26              8.37             41.73
8192                   15.30             10.16              9.25             44.41
16384                  17.70             11.78             10.72             44.79
32768                  30.12             21.01             19.40             53.05
65536                  43.28             31.19             28.96             58.25
131072                 69.46             51.62             48.15             62.97
262144                121.77             92.54             86.54             66.23
