
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.93              6.39              4.99              0.00
2                       7.94              6.36              5.68             72.07
4                       7.36              5.50              4.87             61.68
8                       7.37              5.52              4.87             62.08
16                      7.22              5.38              4.76             61.42
32                      7.26              5.41              4.76             61.18
64                      7.23              5.38              4.76             61.16
128                     7.64              5.81              5.13             64.33
256                    12.83              8.40              7.60             41.76
512                    12.96              8.35              7.55             38.84
1024                   13.44              8.60              7.75             37.53
2048                   13.69              9.02              8.17             42.88
4096                   14.10              9.23              8.36             41.72
8192                   15.21             10.13              9.20             44.77
16384                  17.67             11.69             10.66             43.94
32768                  30.06             20.85             19.28             52.18
65536                  43.15             31.10             28.88             58.29
131072                 69.42             51.52             48.03             62.72
262144                121.87             92.51             86.45             66.04
