
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.22              6.01              5.00              0.00
2                       8.75              7.14              6.40             74.90
4                       7.41              5.54              4.89             61.61
8                       7.43              5.54              4.86             61.16
16                      7.27              5.43              4.76             61.32
32                      7.28              5.44              4.77             61.42
64                      7.27              5.42              4.77             61.15
128                     7.69              5.87              5.16             64.68
256                    12.86              8.39              7.59             41.19
512                    13.09              8.41              7.58             38.31
1024                   13.35              8.66              7.80             39.84
2048                   13.79              9.07              8.19             42.36
4096                   14.19              9.35              8.40             42.49
8192                   15.25             10.16              9.25             45.04
16384                  17.70             11.76             10.75             44.78
32768                  30.15             20.99             19.38             52.73
65536                  43.29             31.19             28.95             58.21
131072                 69.39             51.52             48.05             62.80
262144                122.01             92.65             86.66             66.12
