
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.65              6.34              4.99              0.00
2                       7.55              5.74              5.12             64.62
4                       7.40              5.56              4.91             62.53
8                       7.41              5.55              4.89             61.89
16                      7.35              5.72              5.07             67.95
32                      7.26              5.40              4.78             61.01
64                      7.26              5.44              4.80             62.23
128                     7.66              5.85              5.15             64.95
256                    12.86              8.39              7.60             41.18
512                    12.98              8.37              7.57             39.04
1024                   13.35              8.65              7.81             39.88
2048                   13.76              9.05              8.21             42.59
4096                   14.14              9.31              8.39             42.38
8192                   15.28             10.19              9.26             45.01
16384                  17.64             11.76             10.73             45.22
32768                  30.12             20.95             19.37             52.67
65536                  43.25             31.13             28.93             58.12
131072                 69.59             51.67             48.12             62.75
262144                121.82             92.38             86.41             65.93
