
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.27              5.65              4.90              0.00
2                       7.51              5.63              4.99             62.26
4                       7.36              5.52              4.89             62.41
8                       7.36              5.52              4.86             62.13
16                      7.26              5.38              4.76             60.56
32                      7.21              5.41              4.76             62.03
64                      7.22              5.38              4.76             61.48
128                     7.62              5.96              5.25             68.33
256                    12.82              8.37              7.56             41.16
512                    13.04              8.38              7.58             38.57
1024                   13.30              8.61              7.77             39.62
2048                   13.74              9.02              8.16             42.15
4096                   14.18              9.32              8.39             42.06
8192                   15.19             10.13              9.20             44.94
16384                  17.50             11.67             10.63             45.16
32768                  30.07             20.92             19.33             52.64
65536                  43.15             31.20             28.98             58.78
131072                 69.50             51.58             48.10             62.75
262144                122.00             92.59             86.59             66.03
