119030

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     183.48
2                     171.54
4                     152.30
8                     168.15
16                    178.29
32                    218.21
64                    222.58
128                   210.47
256                   155.30
512                   152.62
1024                  167.28
2048                  219.37
4096                  255.60
8192                  188.38
16384                 164.40
32768                 339.89
65536                 380.98
131072                617.40
262144                952.32
