115105

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     113.36
2                     117.07
4                     115.80
8                     103.63
16                    117.41
32                    168.39
64                    192.52
128                   200.25
256                   162.62
512                   163.23
1024                  167.93
2048                  164.57
4096                  119.66
8192                  150.41
16384                 149.20
32768                 336.33
65536                 444.17
131072                532.55
262144                818.41
