116009

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     108.85
2                     120.18
4                     124.25
8                     167.37
16                    175.51
32                    193.72
64                    170.62
128                   150.15
256                   222.23
512                   204.01
1024                  202.13
2048                  198.10
4096                  188.48
8192                  220.20
16384                 184.86
32768                 364.50
65536                 419.45
131072                530.64
262144                922.13
