114253

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     175.80
2                     172.96
4                     172.34
8                     129.66
16                    108.79
32                    114.71
64                    117.74
128                   109.69
256                   130.69
512                   147.03
1024                  160.11
2048                  158.00
4096                  137.70
8192                  146.91
16384                 121.92
32768                 408.72
65536                 450.07
131072                601.37
262144                838.63
