121215

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     169.74
2                     140.49
4                     146.16
8                     155.62
16                    174.89
32                    198.42
64                    181.85
128                   158.95
256                   173.51
512                   164.71
1024                  193.50
2048                  206.01
4096                  216.50
8192                  200.54
16384                 133.44
32768                 370.31
65536                 419.72
131072                551.19
262144                964.18
