117181

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     171.61
2                     169.37
4                     175.88
8                     168.16
16                    162.73
32                    163.88
64                    172.27
128                   167.84
256                   158.82
512                   173.30
1024                  199.53
2048                  188.15
4096                  175.11
8192                  183.03
16384                 181.44
32768                 354.65
65536                 468.50
131072                575.83
262144                897.79
