116787

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     147.36
2                     165.84
4                     142.93
8                     151.00
16                    158.26
32                    165.39
64                    141.57
128                   122.48
256                   140.87
512                   174.08
1024                  176.51
2048                  193.82
4096                  222.95
8192                  181.90
16384                 170.46
32768                 391.78
65536                 393.91
131072                533.88
262144                921.71
