116441

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     191.07
2                     158.89
4                     124.14
8                     149.52
16                    125.75
32                    119.69
64                    127.39
128                   146.78
256                   171.55
512                   136.87
1024                  169.77
2048                  180.06
4096                  190.85
8192                  167.82
16384                 177.78
32768                 367.44
65536                 373.47
131072                501.18
262144                761.21
