120753

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      72.36
2                      80.85
4                     106.91
8                     106.39
16                     94.23
32                    121.96
64                    129.01
128                   137.22
256                   181.17
512                   174.54
1024                  145.03
2048                  158.20
4096                   97.63
8192                   95.25
16384                  65.16
32768                 357.73
65536                 417.05
131072                556.37
262144                896.13
