117594

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     142.89
2                     149.78
4                     151.40
8                     185.76
16                    211.72
32                    288.80
64                    200.89
128                   168.42
256                   162.40
512                   175.67
1024                  196.60
2048                  245.21
4096                  274.60
8192                  155.46
16384                 211.59
32768                 368.73
65536                 409.23
131072                572.66
262144                964.94
