121613

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     158.67
2                     176.95
4                     197.89
8                     206.40
16                    187.97
32                    186.67
64                    223.83
128                   213.65
256                   193.30
512                   165.15
1024                  150.47
2048                  150.00
4096                  133.47
8192                  165.26
16384                 165.02
32768                 347.97
65536                 434.83
131072                562.05
262144                938.12
