115594

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     175.29
2                     155.91
4                     148.15
8                     163.91
16                    157.55
32                    153.54
64                    151.68
128                   174.53
256                   166.51
512                   164.55
1024                  171.94
2048                  197.86
4096                  149.86
8192                  136.47
16384                 133.23
32768                 335.17
65536                 352.33
131072                563.72
262144                892.07
