119180

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     115.48
2                     119.69
4                     169.59
8                     187.04
16                    193.26
32                    198.76
64                    216.26
128                   197.67
256                   198.61
512                   193.41
1024                  167.47
2048                  183.17
4096                  234.16
8192                  213.87
16384                 109.13
32768                 337.94
65536                 397.39
131072                534.78
262144                725.30
