114511

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     122.10
2                     145.95
4                     155.18
8                     180.55
16                    171.26
32                    166.76
64                    163.42
128                   210.64
256                   204.08
512                   190.38
1024                  228.98
2048                  228.09
4096                  290.85
8192                  191.02
16384                 184.96
32768                 355.10
65536                 433.23
131072                564.70
262144                893.01
