117442

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     112.96
2                     127.30
4                     151.42
8                     162.05
16                    111.92
32                    151.06
64                    195.74
128                   155.25
256                   177.30
512                   173.97
1024                  189.30
2048                  175.65
4096                  173.75
8192                  142.20
16384                 126.01
32768                 341.80
65536                 380.94
131072                605.80
262144                823.79
