114856

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     167.80
2                     180.19
4                     156.47
8                     150.34
16                    145.09
32                    136.54
64                    160.53
128                   182.48
256                   218.98
512                   181.24
1024                  174.49
2048                  185.92
4096                  222.79
8192                  142.25
16384                 157.03
32768                 348.07
65536                 392.77
131072                560.19
262144                903.62
