119916

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     163.82
2                     145.88
4                     156.17
8                     168.13
16                    172.61
32                    172.89
64                    143.39
128                   187.76
256                   188.34
512                   215.76
1024                  156.35
2048                  173.98
4096                  137.35
8192                  153.11
16384                 135.74
32768                 390.85
65536                 424.52
131072                493.93
262144                912.11
