121368

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     197.44
2                     154.17
4                     137.28
8                     151.79
16                    163.50
32                    156.60
64                    152.59
128                   176.45
256                   153.37
512                   166.98
1024                  181.38
2048                  164.15
4096                  148.38
8192                  136.05
16384                  53.51
32768                 360.52
65536                 414.69
131072                578.08
262144                916.83
