115859

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     112.32
2                     146.26
4                     170.41
8                     196.76
16                    179.44
32                    166.11
64                    185.19
128                   220.06
256                   181.30
512                   146.21
1024                  146.54
2048                  182.54
4096                  121.70
8192                   70.30
16384                  92.05
32768                 333.97
65536                 388.12
131072                594.58
262144                809.51
