118318

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     244.72
2                     273.11
4                     181.88
8                     153.42
16                    154.28
32                    112.99
64                    140.37
128                   194.46
256                   233.60
512                   258.33
1024                  195.24
2048                  176.63
4096                  180.17
8192                  189.24
16384                 146.85
32768                 349.28
65536                 359.27
131072                535.10
262144                794.63
