118769

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     182.44
2                     122.63
4                     102.73
8                      85.34
16                    159.24
32                    157.09
64                    152.99
128                   177.34
256                   186.36
512                   186.31
1024                  144.08
2048                  120.11
4096                   87.82
8192                   76.58
16384                  89.35
32768                 340.87
65536                 419.17
131072                490.21
262144                917.51
