1185731

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.99
2                       2.96
4                       2.85
8                       2.84
16                      3.21
32                      5.46
64                      5.42
128                     5.77
256                     5.89
512                     6.71
1024                    7.57
2048                    9.67
4096                   14.14
8192                   24.80
16384                  95.22
32768                  76.39
65536                 141.46
131072                272.30
262144                599.08
