1188958

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.95
2                       2.89
4                       2.87
8                       2.87
16                      3.25
32                      5.33
64                      5.40
128                     5.69
256                     5.78
512                     6.50
1024                    7.53
2048                    9.52
4096                   14.14
8192                   24.59
16384                  93.98
32768                  76.56
65536                 138.87
131072                264.35
262144                590.68
