1209907

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.93
2                       2.86
4                       2.81
8                       2.85
16                      3.26
32                      5.40
64                      5.47
128                     5.78
256                     5.80
512                     6.63
1024                    7.47
2048                    9.41
4096                   13.95
8192                   24.74
16384                  94.61
32768                  77.01
65536                 145.63
131072                283.44
262144                635.40
