1187341

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.96
2                       2.90
4                       2.84
8                       2.80
16                      3.22
32                      5.52
64                      5.52
128                     5.75
256                     5.87
512                     6.56
1024                    7.33
2048                    9.54
4096                   14.12
8192                   24.62
16384                  94.22
32768                  76.69
65536                 139.05
131072                263.86
262144                579.69
