1216386

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.02
2                       2.92
4                       2.90
8                       2.88
16                      3.33
32                      5.56
64                      5.60
128                     5.74
256                     5.76
512                     6.59
1024                    7.55
2048                    9.53
4096                   14.08
8192                   24.72
16384                  94.33
32768                  77.02
65536                 153.28
131072                314.84
262144                662.15
