1221323

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.10
2                       2.94
4                       2.92
8                       2.93
16                      3.27
32                      5.52
64                      5.58
128                     5.86
256                     5.89
512                     6.78
1024                    7.71
2048                    9.63
4096                   14.15
8192                   24.74
16384                  95.12
32768                  77.28
65536                 140.26
131072                269.95
262144                586.16
