1217999

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.09
2                       2.96
4                       2.90
8                       2.90
16                      3.46
32                      5.53
64                      5.60
128                     5.93
256                     5.86
512                     6.67
1024                    7.61
2048                    9.66
4096                   14.08
8192                   24.84
16384                  94.58
32768                  77.17
65536                 141.32
131072                278.55
262144                585.36
