1198621

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.07
2                       2.92
4                       2.85
8                       2.88
16                      3.31
32                      5.64
64                      5.69
128                     5.78
256                     5.87
512                     6.82
1024                    7.73
2048                    9.68
4096                   14.22
8192                   24.89
16384                  94.75
32768                  77.19
65536                 139.80
131072                266.40
262144                577.64
