1214766

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.98
2                       2.94
4                       2.87
8                       2.87
16                      3.31
32                      5.57
64                      5.61
128                     5.79
256                     5.85
512                     6.65
1024                    7.60
2048                    9.48
4096                   14.16
8192                   24.67
16384                  95.47
32768                  77.54
65536                 144.32
131072                279.95
262144                622.62
