1219710

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.10
2                       3.08
4                       3.01
8                       2.99
16                      3.39
32                      5.63
64                      5.66
128                     6.10
256                     6.27
512                     7.01
1024                    7.84
2048                    9.92
4096                   14.59
8192                   25.09
16384                  94.86
32768                  78.52
65536                 144.97
131072                281.76
262144                619.85
