1203456

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.06
2                       2.92
4                       2.84
8                       2.90
16                      3.32
32                      5.58
64                      5.63
128                     5.89
256                     5.93
512                     6.81
1024                    7.67
2048                    9.69
4096                   14.20
8192                   24.83
16384                  94.25
32768                  77.48
65536                 140.71
131072                267.14
262144                583.70
