1197015

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.97
2                       2.89
4                       2.85
8                       2.87
16                      3.30
32                      5.52
64                      5.62
128                     5.81
256                     5.91
512                     6.71
1024                    7.62
2048                    9.67
4096                   14.23
8192                   24.76
16384                  94.61
32768                  77.19
65536                 139.91
131072                267.43
262144                584.40
