1190564

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.04
2                       2.89
4                       2.87
8                       2.86
16                      3.28
32                      5.60
64                      5.59
128                     5.71
256                     5.84
512                     6.70
1024                    7.43
2048                    9.53
4096                   14.05
8192                   24.64
16384                  95.68
32768                  77.13
65536                 139.74
131072                266.11
262144                591.02
