1211521

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.01
2                       2.92
4                       2.88
8                       2.89
16                      3.31
32                      5.47
64                      5.55
128                     5.88
256                     5.95
512                     6.72
1024                    7.67
2048                    9.65
4096                   14.16
8192                   24.69
16384                  95.05
32768                  77.23
65536                 146.59
131072                306.76
262144                663.46
