
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.56
2                       5.71
4                       5.66
8                       5.73
16                      5.69
32                      5.64
64                      5.70
128                     6.21
256                    10.10
512                    10.20
1024                   10.48
2048                   10.88
4096                   11.30
8192                    9.99
16384                  12.85
32768                  24.88
65536                  48.97
131072                 68.77
262144                111.48
