
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.58
2                       5.72
4                       5.67
8                       5.66
16                      5.65
32                      5.74
64                      5.76
128                     5.98
256                    10.11
512                    10.20
1024                   10.38
2048                   10.88
4096                   11.30
8192                    9.97
16384                  12.86
32768                  24.82
65536                  48.94
131072                 68.73
262144                111.53
