
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.64
2                       5.68
4                       5.63
8                       5.63
16                      5.69
32                      5.68
64                      5.65
128                     6.03
256                     9.93
512                    10.03
1024                   10.27
2048                   10.75
4096                   11.16
8192                    9.98
16384                  12.80
32768                  24.79
65536                  48.97
131072                 68.70
262144                111.45
