
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.62
2                       5.71
4                       5.68
8                       5.67
16                      5.67
32                      5.72
64                      5.69
128                     6.03
256                    10.04
512                    10.12
1024                   10.34
2048                   10.85
4096                   11.22
8192                    9.96
16384                  12.84
32768                  24.88
65536                  48.94
131072                 68.65
262144                111.51
